"File Path: C:\Users\Administrator\Desktop\User Data Files\Colgate Group\Paul\7_29 Testing\Test Run 65 07-29-25 11 39 38 AM\DAQ- Crosshead, … - (Timed).csv   "
"Test: Hysteresis"
"Test Run: Test Run 65"
"Date: 7/29/2025 11:37:50 AM"
""
""
"_Cycle","Crosshead ","Load ","Time ","Cycle Channel "
"_Cycle","mm","kN","sec","count"
"1","0.521401292644441","0.00572003555297852","0.112000003457069","1"
"1","0.621629587840289","0.00738846302032471","0.211999997496605","1"
"1","0.721485237590969","0.00923334693908691","0.312000006437302","1"
"1","0.82138751167804","0.0109388093948364","0.412000000476837","1"
"1","0.921382918022573","0.013178936958313","0.512000024318695","1"
"1","1.02142489049584","0.0162700939178467","0.611999988555908","1"
"1","1.12137373071164","0.0190806770324707","0.712000012397766","1"
"1","1.22132257092744","0.0223934020996094","0.811999976634979","1"
"1","1.3213645434007","0.0256650142669678","0.912000000476837","1"
"1","1.4214530820027","0.029561450958252","1.01199996471405","1"
"1","1.5214019222185","0.0334835510253906","1.11199998855591","1"
"1","1.6213507624343","0.0374005584716797","1.21200001239777","1"
"1","1.72139273490757","0.0413526420593262","1.31200003623962","1"
"1","1.8213881412521","0.0456912574768066","1.41199994087219","1"
"1","1.92138354759663","0.0492226104736328","1.51199996471405","1"
"1","2.02137907035649","0.0540197105407715","1.61199998855591","1"
"1","2.12137447670102","0.0577766189575195","1.71200001239777","1"
"1","2.22141644917428","0.0619827117919922","1.81200003623962","1"
"1","2.32141185551882","0.0661453628540039","1.91199994087219","1"
"1","2.42136069573462","0.0700557327270508","2.01200008392334","1"
"1","2.52135610207915","0.0747101440429687","2.11199998855591","1"
"1","2.62139807455242","0.0785381927490234","2.21199989318848","1"
"1","2.72139348089695","0.0829237518310547","2.31200003623962","1"
"1","2.82134232111275","0.087047966003418","2.41199994087219","1"
"1","2.92143085971475","0.0913534698486328","2.51200008392334","1"
"1","3.02137969993055","0.0954445190429687","2.61199998855591","1"
"1","2.95268232002854","0.0894586029052734","2.71199989318848","1"
"1","2.85273347981274","0.0817983932495117","2.81200003623962","1"
"1","2.75273807346821","0.0737701873779297","2.91199994087219","1"
"1","2.65278923325241","0.066839485168457","3.01200008392334","1"
"1","2.55279382690787","0.060088939666748","3.11199998855591","1"
"1","2.45279842056334","0.0535734329223633","3.21199989318848","1"
"1","2.35275644809008","0.0473836250305176","3.31200003623962","1"
"1","2.25276104174554","0.0414752883911133","3.41199994087219","1"
"1","2.15281220152974","0.0357124137878418","3.51200008392334","1"
"1","2.05277022905648","0.0298474922180176","3.61199998855591","1"
"1","1.95272825658321","0.024855131149292","3.71199989318848","1"
"1","1.85282598249614","0.0198778820037842","3.81200003623962","1"
"1","1.75283057615161","0.0152392597198486","3.91199994087219","1"
"1","1.65278860367835","0.0109798889160156","4.01200008392334","1"
"1","1.55279319733381","0.00720049142837524","4.11199998855591","1"
"2","1.48036982864141","0.00435410737991333","4.21199989318848","2"
"2","1.57477625180036","0.00920414733886719","4.31199979782104","2"
"2","1.67444569524378","0.0149722385406494","4.41200017929077","2"
"2","1.77444110158831","0.0203154544830322","4.51200008392334","2"
"2","1.87438994180411","0.0259705104827881","4.61199998855591","2"
"2","1.97433866560459","0.0316341686248779","4.71199989318848","2"
"2","2.07438063807786","0.0374466209411621","4.81199979782104","2"
"2","2.17437627725303","0.043310661315918","4.91200017929077","2"
"2","2.27437168359756","0.0491705436706543","5.01200008392334","2"
"2","2.3743670899421","0.0555726470947266","5.11199998855591","2"
"2","2.47440906241536","0.0611665840148926","5.21199989318848","2"
"2","2.57440446875989","0.0664170684814453","5.31199979782104","2"
"2","2.6743533089757","0.0728087158203125","5.41200017929077","2"
"2","2.77434871532023","0.0783897399902344","5.51200008392334","2"
"2","2.87439068779349","0.0836330795288086","5.61199998855591","2"
"2","2.97438609413803","0.089175178527832","5.71199989318848","2"
"2","3.07438150048256","0.094214599609375","5.81199979782104","2"
"2","3.05165303871036","0.0922603073120117","5.91200017929077","2"
"2","2.95212329365313","0.0839897537231445","6.01200008392334","2"
"2","2.85217445343733","0.0767367401123047","6.11199998855591","2"
"2","2.7521790470928","0.0697878875732422","6.21199989318848","2"
"2","2.65218364074826","0.0628939971923828","6.31199979782104","2"
"2","2.55223480053246","0.0562754592895508","6.41200017929077","2"
"2","2.45223939418793","0.0497610321044922","6.51200008392334","2"
"2","2.35215085558593","0.0437252082824707","6.61199998855591","2"
"2","2.2521554492414","0.0376015129089355","6.71199989318848","2"
"2","2.1522066090256","0.0319656085968018","6.81199979782104","2"
"2","2.05216463655233","0.0268700428009033","6.91200017929077","2"
"2","1.95216934662312","0.0215749588012695","7.01200008392334","2"
"2","1.85222050640732","0.016404203414917","7.11199998855591","2"
"2","1.75222510006279","0.0122145080566406","7.21199989318848","2"
"2","1.65218312758952","0.00786243772506714","7.31199979782104","2"
"3","1.55703141354024","0.00439399099349976","7.41200017929077","3"
"3","1.63555599283427","0.00825634479522705","7.51200008392334","3"
"3","1.735691097565","0.0138726043701172","7.61199998855591","3"
"3","1.8356399377808","0.0192795295715332","7.71199989318848","3"
"3","1.9355887779966","0.02510813331604","7.81199979782104","3"
"3","2.03558430075645","0.0313268203735352","7.91200017929077","3"
"3","2.13557970710099","0.0368983421325684","8.01200008392334","3"
"3","2.23557511344552","0.0426511573791504","8.11200046539307","3"
"3","2.33557051979005","0.0486487274169922","8.21199989318848","3"
"3","2.43556592613459","0.0546822166442871","8.3120002746582","3"
"3","2.53560789860785","0.0609099540710449","8.41199970245361","3"
"3","2.63560330495238","0.0668840255737305","8.51200008392334","3"
"3","2.73550557903945","0.0732054824829102","8.61200046539307","3"
"3","2.83554755151272","0.0788199157714844","8.71199989318848","3"
"3","2.93558952398598","0.0842845840454102","8.8120002746582","3"
"3","3.03553836420178","0.0904720458984375","8.91199970245361","3"
"3","3.1351144425571","0.0953937683105469","9.01200008392334","3"
"3","3.05752153508365","0.0893175354003906","9.11200046539307","3"
"3","2.95775895938277","0.0819388809204102","9.21199989318848","3"
"3","2.85776355303824","0.074491828918457","9.3120002746582","3"
"3","2.75776814669371","0.0672709121704102","9.41199970245361","3"
"3","2.65777274034917","0.0603866844177246","9.51200008392334","3"
"3","2.55782390013337","0.0543014450073242","9.61200046539307","3"
"3","2.45782849378884","0.0477988586425781","9.71199989318848","3"
"3","2.35773995518684","0.0415080833435059","9.8120002746582","3"
"3","2.25774454884231","0.0357731590270996","9.91199970245361","3"
"3","2.15784227475524","0.0298860149383545","10.0120000839233","3"
"3","2.05780030228198","0.0244528064727783","10.1120004653931","3"
"3","1.95775832980871","0.0195755825042725","10.2119998931885","3"
"3","1.85780937317759","0.0145045166015625","10.3120002746582","3"
"3","1.75786053296179","0.0101183958053589","10.4119997024536","3"
"3","1.65777199435979","0.00662610340118408","10.5120000839233","3"
"4","1.60672643687576","0.00470261859893799","10.6120004653931","4"
"4","1.70942314434797","0.00993444538116455","10.7119998931885","4"
"4","1.80927885230631","0.0157780427932739","10.8120002746582","4"
"4","1.90918112639338","0.0209186706542969","10.9119997024536","4"
"4","2.00912985019386","0.0268838291168213","11.0120000839233","4"
"4","2.10917182266712","0.0327549743652344","11.1120004653931","4"
"4","2.20916722901165","0.0385307464599609","11.2119998931885","4"
"4","2.30920920148492","0.0449485282897949","11.3120002746582","4"
"4","2.40915804170072","0.0509531097412109","11.4119997024536","4"
"4","2.50915344804525","0.0565023498535156","11.5120000839233","4"
"4","2.60919542051852","0.0626958160400391","11.6120004653931","4"
"4","2.70914426073432","0.0688134994506836","11.7119998931885","4"
"4","2.80913966707885","0.0748663864135742","11.8120002746582","4"
"4","2.90918163955212","0.080264289855957","11.9119997024536","4"
"4","3.00922361202538","0.0864536056518555","12.0120000839233","4"
"4","3.10917245224118","0.0923330459594727","12.1120004653931","4"
"4","3.18592740222812","0.0965301361083984","12.2119998931885","4"
"4","3.08276480063796","0.0888128509521484","12.3120002746582","4"
"4","2.98300222493708","0.0810957870483398","12.4119997024536","4"
"4","2.88300681859255","0.0735666198730469","12.5120000839233","4"
"4","2.78296484611928","0.0667801971435547","12.6120004653931","4"
"4","2.68301600590348","0.059833984375","12.7119998931885","4"
"4","2.58302059955895","0.0534615669250488","12.8120002746582","4"
"4","2.48297862708569","0.047227123260498","12.9119997024536","4"
"4","2.38298322074115","0.041176399230957","13.0120000839233","4"
"4","2.28298781439662","0.0350427589416504","13.1120004653931","4"
"4","2.18299240805209","0.0296670398712158","13.2119998931885","4"
"4","2.08299700170755","0.0241684474945068","13.3120002746582","4"
"4","1.98300159536302","0.0190153141021729","13.4119997024536","4"
"4","1.88300618901849","0.014082633972168","13.5120000839233","4"
"4","1.78301078267395","0.00978321933746338","13.6120004653931","4"
"4","1.68301537632942","0.00564264822006226","13.7119998931885","4"
"5","1.63900246843696","0.00442608499526978","13.8120002746582","5"
"5","1.74235133454204","0.00963215065002441","13.9119997024536","5"
"5","1.84230017475784","0.0153416442871094","14.0120000839233","5"
"5","1.94220233242959","0.0209889068603516","14.1120004653931","5"
"5","2.04215128906071","0.0266877593994141","14.2119998931885","5"
"5","2.14214669540524","0.0325957870483398","14.3120002746582","5"
"5","2.24218866787851","0.0388120536804199","14.4119997024536","5"
"5","2.34218407422304","0.0446852035522461","14.5120000839233","5"
"5","2.44213291443884","0.050466480255127","14.6120004653931","5"
"5","2.54222145304084","0.0569536094665527","14.7119998931885","5"
"5","2.64221685938537","0.0627740592956543","14.8120002746582","5"
"5","2.74211913347244","0.0688149642944336","14.9119997024536","5"
"5","2.84216110594571","0.0749374237060547","15.0120000839233","5"
"5","2.94215651229024","0.0811932220458984","15.1120004653931","5"
"5","3.04215191863477","0.0870301284790039","15.2119998931885","5"
"5","3.14219389110804","0.0928015060424805","15.3120002746582","5"
"5","3.16916056908667","0.0946097106933594","15.4119997024536","5"
"5","3.0698636546731","0.0863561630249023","15.5120000839233","5"
"5","2.96996138058603","0.0791754531860352","15.6120004653931","5"
"5","2.87001254037023","0.0714808731079102","15.7119998931885","5"
"5","2.77001713402569","0.0645952835083008","15.8120002746582","5"
"5","2.67002172768116","0.0581566009521484","15.9119997024536","5"
"5","2.57002632133663","0.0515527572631836","16.011999130249","5"
"5","2.46998434886336","0.0452438583374023","16.1119995117188","5"
"5","2.3699423763901","0.0392792663574219","16.2119998931885","5"
"5","2.2699935361743","0.0334715538024902","16.3120002746582","5"
"5","2.16999812982976","0.0276886291503906","16.4120006561279","5"
"5","2.07000272348523","0.0226633129119873","16.511999130249","5"
"5","1.96996075101197","0.01759206199646","16.6119995117188","5"
"5","1.87001191079617","0.0127863349914551","16.7119998931885","5"
"5","1.77006307058036","0.00864575004577637","16.8120002746582","5"
"6","1.66997453197837","0.00474863147735596","16.9120006561279","6"
"6","1.70872453600168","0.00643854284286499","17.011999130249","6"
"6","1.80695008020848","0.0118822841644287","17.1119995117188","6"
"6","1.90675922203809","0.0180375823974609","17.2119998931885","6"
"6","2.0067545119673","0.0236474933624268","17.3120002746582","6"
"6","2.10679648444057","0.0293014602661133","17.4120006561279","6"
"6","2.2067918907851","0.0351916389465332","17.511999130249","6"
"6","2.30678729712963","0.0408743667602539","17.6119995117188","6"
"6","2.40673613734543","0.0469169807434082","17.7119998931885","6"
"6","2.5067781098187","0.0531549530029297","17.8120002746582","6"
"6","2.60677351616323","0.0593796424865723","17.9120006561279","6"
"6","2.70676915533841","0.0653808441162109","18.011999130249","6"
"6","2.80671776272357","0.0716543045043945","18.1119995117188","6"
"6","2.90675996802747","0.0779482498168945","18.2119998931885","6"
"6","3.00684850662947","0.08373681640625","18.3120002746582","6"
"6","3.10679734684527","0.0897575302124023","18.4120006561279","6"
"6","3.20674618706107","0.0951148376464844","18.511999130249","6"
"6","3.1698124948889","0.0919083862304687","18.6119995117188","6"
"6","3.06967739015818","0.0848791961669922","18.7119998931885","6"
"6","2.96977511607111","0.0772399826049805","18.8120002746582","6"
"6","2.86977970972657","0.0702527465820312","18.9120006561279","6"
"6","2.76983086951077","0.0631025848388672","19.011999130249","6"
"6","2.66978889703751","0.0563925285339355","19.1119995117188","6"
"6","2.56979349069297","0.0497939071655273","19.2119998931885","6"
"6","2.46979808434844","0.0438078956604004","19.3120002746582","6"
"6","2.36975611187518","0.0375123558044434","19.4120006561279","6"
"6","2.26976070553064","0.03199755859375","19.511999130249","6"
"6","2.16981186531484","0.0264462776184082","19.6119995117188","6"
"6","2.06981645897031","0.0213196563720703","19.7119998931885","6"
"6","1.96977448649704","0.0163519058227539","19.8120002746582","6"
"6","1.86982564628124","0.0118932399749756","19.9120006561279","6"
"6","1.76983023993671","0.00715261936187744","20.011999130249","6"
"7","1.68934953399003","0.0044762282371521","20.1119995117188","7"
"7","1.77895883098245","0.00871959018707275","20.2119998931885","7"
"7","1.87867484055459","0.0145553522109985","20.3120002746582","7"
